"""ds"",""y"""
"""2001-01-826"",772.2457731"
"""2001-01-827"",769.7768472"
"""2001-01-828"",767.2711547"
"""2001-01-829"",764.727176"
"""2001-01-830"",762.1432759"
"""2001-01-831"",759.5176908"
"""2001-01-832"",756.8485135"
"""2001-01-833"",754.1336754"
"""2001-01-834"",751.3709275"
"""2001-01-835"",748.5578169"
"""2001-01-836"",745.6916602"
"""2001-01-837"",742.7695133"
"""2001-01-838"",739.7881349"
"""2001-01-839"",736.743945"
"""2001-01-840"",733.6329753"
"""2001-01-841"",730.4508105"
"""2001-01-842"",727.1925193"
"""2001-01-843"",723.8525704"
"""2001-01-844"",720.4247327"
"""2001-01-845"",716.9019527"
"""2001-01-846"",713.2762051"
"""2001-01-847"",709.5383076"
"""2001-01-848"",705.6776906"
"""2001-01-849"",701.6821046"
"""2001-01-850"",697.5372488"
"""2001-01-851"",693.2262883"
"""2001-01-852"",688.7292223"
"""2001-01-853"",684.0220402"
"""2001-01-854"",679.0755775"
"""2001-01-855"",673.8539333"
"""2001-01-856"",668.3122351"
"""2001-01-857"",662.393404"
"""2001-01-858"",656.0233523"
"""2001-01-859"",649.103642"
"""2001-01-860"",641.4998998"
"""2001-01-861"",633.0229285"
"""2001-01-862"",623.3969205"
"""2001-01-863"",612.2048294"
"""2001-01-864"",598.7957284"
"""2001-01-865"",582.1453983"
"""2001-01-866"",560.7260223"
"""2001-01-867"",532.5133155"
"""2001-01-868"",495.7951744"
"""2001-01-869"",455.4656911"
"""2001-01-870"",420.2561793"
"""2001-01-871"",395.0942259"
"""2001-01-872"",377.1418988"
"""2001-01-873"",363.5448523"
"""2001-01-874"",352.7090055"
"""2001-01-875"",343.7384186"
"""2001-01-876"",336.0976114"
"""2001-01-877"",329.4469478"
"""2001-01-878"",323.559749"
"""2001-01-879"",318.2781339"
"""2001-01-880"",313.4881521"
"""2001-01-881"",309.1050628"
"""2001-01-882"",305.0642323"
"""2001-01-883"",301.3152859"
"""2001-01-884"",297.8182245"
"""2001-01-885"",294.5407698"
"""2001-01-886"",291.4565033"
"""2001-01-887"",288.5435306"
"""2001-01-888"",285.7835051"
"""2001-01-889"",283.1609004"
"""2001-01-890"",280.6624598"
"""2001-01-891"",278.276774"
"""2001-01-892"",275.9939517"
"""2001-01-893"",273.8053614"
"""2001-01-894"",271.7034252"
"""2001-01-895"",269.6814535"
"""2001-01-896"",267.7335107"
"""2001-01-897"",265.8543056"
"""2001-01-898"",264.0391007"
"""2001-01-899"",262.2836374"
"""2001-01-900"",260.584073"
"""2001-01-901"",824.6688532"
"""2001-01-902"",822.8090667"
"""2001-01-903"",820.9319293"
"""2001-01-904"",819.0370025"
"""2001-01-905"",817.123831"
"""2001-01-906"",815.1919419"
"""2001-01-907"",813.2408434"
"""2001-01-908"",811.2700243"
"""2001-01-909"",809.278952"
"""2001-01-910"",807.2670716"
"""2001-01-911"",805.2338047"
"""2001-01-912"",803.1785471"
"""2001-01-913"",801.1006677"
"""2001-01-914"",798.9995063"
"""2001-01-915"",796.8743713"
"""2001-01-916"",794.7245375"
"""2001-01-917"",792.5492435"
"""2001-01-918"",790.3476887"
"""2001-01-919"",788.1190298"
"""2001-01-920"",785.8623776"
"""2001-01-921"",783.5767924"
"""2001-01-922"",781.2612798"
"""2001-01-923"",778.9147851"
"""2001-01-924"",776.5361881"
"""2001-01-925"",774.1242962"
"""2001-01-926"",771.6778367"
"""2001-01-927"",769.1954491"
"""2001-01-928"",766.6756754"
"""2001-01-929"",764.1169491"
"""2001-01-930"",761.5175831"
"""2001-01-931"",758.8757559"
"""2001-01-932"",756.1894954"
"""2001-01-933"",753.4566608"
"""2001-01-934"",750.6749211"
"""2001-01-935"",747.8417313"
"""2001-01-936"",744.9543035"
"""2001-01-937"",742.0095745"
"""2001-01-938"",739.0041675"
"""2001-01-939"",735.9343466"
"""2001-01-940"",732.7959639"
"""2001-01-941"",729.5843965"
"""2001-01-942"",726.2944711"
"""2001-01-943"",722.9203735"
"""2001-01-944"",719.4555391"
"""2001-01-945"",715.8925193"
"""2001-01-946"",712.2228169"
"""2001-01-947"",708.4366818"
"""2001-01-948"",704.5228547"
"""2001-01-949"",700.4682407"
"""2001-01-950"",696.2574914"
"""2001-01-951"",691.8724577"
"""2001-01-952"",687.2914689"
"""2001-01-953"",682.4883596"
"""2001-01-954"",677.4311381"
"""2001-01-955"",672.0801219"
"""2001-01-956"",666.3852701"
"""2001-01-957"",660.2822629"
"""2001-01-958"",653.6865777"
"""2001-01-959"",646.4842446"
"""2001-01-960"",638.5169046"
"""2001-01-961"",629.5567634"
"""2001-01-962"",619.2631069"
"""2001-01-963"",607.1051743"
"""2001-01-964"",592.2287227"
"""2001-01-965"",573.2617299"
"""2001-01-966"",548.1654316"
"""2001-01-967"",514.3081435"
"""2001-01-968"",472.3678778"
"""2001-01-969"",432.1220419"
"""2001-01-970"",402.2307908"
"""2001-01-971"",381.671124"
"""2001-01-972"",366.6140732"
"""2001-01-973"",354.8911618"
"""2001-01-974"",345.3414861"
"""2001-01-975"",337.3003476"
"""2001-01-976"",330.3601267"
"""2001-01-977"",324.2558232"
"""2001-01-978"",318.8066419"
"""2001-01-979"",313.884231"
"""2001-01-980"",309.3944106"
"""2001-01-981"",305.2661353"
"""2001-01-982"",301.4445406"
"""2001-01-983"",297.8863998"
"""2001-01-984"",294.5570608"
"""2001-01-985"",291.4283238"
"""2001-01-986"",288.4769343"
"""2001-01-987"",285.6834907"
"""2001-01-988"",283.0316371"
"""2001-01-989"",280.5074562"
"""2001-01-990"",278.0990063"
"""2001-01-991"",275.7959635"
"""2001-01-992"",273.5893406"
"""2001-01-993"",271.4712656"
"""2001-01-994"",269.4348032"
"""2001-01-995"",267.4738113"
"""2001-01-996"",265.582824"
"""2001-01-997"",263.7569552"
"""2001-01-998"",261.9918192"
"""2001-01-999"",260.2834637"
"""2001-01-1000"",258.6283148"
"""2001-01-1001"",824.3128346"
"""2001-01-1002"",822.4473797"
"""2001-01-1003"",820.5644069"
"""2001-01-1004"",818.6634705"
"""2001-01-1005"",816.7441078"
"""2001-01-1006"",814.8058377"
"""2001-01-1007"",812.8481602"
"""2001-01-1008"",810.8705546"
"""2001-01-1009"",808.8724789"
"""2001-01-1010"",806.8533681"
"""2001-01-1011"",804.8126327"
"""2001-01-1012"",802.7496569"
"""2001-01-1013"",800.6637971"
"""2001-01-1014"",798.5543797"
"""2001-01-1015"",796.4206987"
"""2001-01-1016"",794.2620137"
"""2001-01-1017"",792.0775465"
"""2001-01-1018"",789.8664785"
"""2001-01-1019"",787.6279471"
"""2001-01-1020"",785.3610418"
"""2001-01-1021"",783.0648002"
"""2001-01-1022"",780.7382028"
"""2001-01-1023"",778.3801678"
"""2001-01-1024"",775.9895451"
"""2001-01-1025"",773.5651092"
"""2001-01-1026"",771.1055517"
"""2001-01-1027"",768.6094722"
"""2001-01-1028"",766.0753688"
"""2001-01-1029"",763.5016261"
"""2001-01-1030"",760.8865029"
"""2001-01-1031"",758.2281171"
"""2001-01-1032"",755.5244288"
"""2001-01-1033"",752.7732211"
"""2001-01-1034"",749.9720772"
"""2001-01-1035"",747.1183549"
"""2001-01-1036"",744.2091564"
"""2001-01-1037"",741.2412928"
"""2001-01-1038"",738.2112435"
"""2001-01-1039"",735.1151077"
"""2001-01-1040"",731.9485467"
"""2001-01-1041"",728.7067163"
"""2001-01-1042"",725.3841848"
"""2001-01-1043"",721.9748349"
"""2001-01-1044"",718.4717438"
"""2001-01-1045"",714.8670369"
"""2001-01-1046"",711.1517065"
"""2001-01-1047"",707.3153853"
"""2001-01-1048"",703.346061"
"""2001-01-1049"",699.2297114"
"""2001-01-1050"",694.9498313"
"""2001-01-1051"",690.4868124"
"""2001-01-1052"",685.817115"
"""2001-01-1053"",680.9121421"
"""2001-01-1054"",675.7366814"
"""2001-01-1055"",670.2466943"
"""2001-01-1056"",664.3861094"
"""2001-01-1057"",658.082031"
"""2001-01-1058"",651.2373553"
"""2001-01-1059"",643.7189854"
"""2001-01-1060"",635.3382661"
"""2001-01-1061"",625.8171473"
"""2001-01-1062"",614.7273321"
"""2001-01-1063"",601.3785196"
"""2001-01-1064"",584.6217114"
"""2001-01-1065"",562.5784352"
"""2001-01-1066"",532.4586913"
"""2001-01-1067"",491.5782964"
"""2001-01-1068"",447.0004322"
"""2001-01-1069"",411.048221"
"""2001-01-1070"",387.0025413"
"""2001-01-1071"",370.1022267"
"""2001-01-1072"",357.3127071"
"""2001-01-1073"",347.0913257"
"""2001-01-1074"",338.5979639"
"""2001-01-1075"",331.3370934"
"""2001-01-1076"",324.9960214"
"""2001-01-1077"",319.3662822"
"""2001-01-1078"",314.3025473"
"""2001-01-1079"",309.6997244"
"""2001-01-1080"",305.4794738"
"""2001-01-1081"",301.581891"
"""2001-01-1082"",297.9601663"
"""2001-01-1083"",294.577038"
"""2001-01-1084"",291.402364"
"""2001-01-1085"",288.4114176"
"""2001-01-1086"",285.5836624"
"""2001-01-1087"",282.9018549"
"""2001-01-1088"",280.3513746"
"""2001-01-1089"",277.9197159"
"""2001-01-1090"",275.5960979"
"""2001-01-1091"",273.3711597"
"""2001-01-1092"",271.2367206"
"""2001-01-1093"",269.1855885"
"""2001-01-1094"",267.2114063"
"""2001-01-1095"",265.3085263"
"""2001-01-1096"",263.4719084"
"""2001-01-1097"",261.697035"
"""2001-01-1098"",259.9798409"
"""2001-01-1099"",258.3166544"
"""2001-01-1100"",256.7041479"
"""2001-01-1101"",823.9552422"
"""2001-01-1102"",822.0840636"
"""2001-01-1103"",820.1951976"
"""2001-01-1104"",818.288191"
"""2001-01-1105"",816.3625734"
"""2001-01-1106"",814.4178555"
"""2001-01-1107"",812.4535284"
"""2001-01-1108"",810.4690624"
"""2001-01-1109"",808.4639056"
"""2001-01-1110"",806.4374823"
"""2001-01-1111"",804.3891918"
"""2001-01-1112"",802.3184065"
"""2001-01-1113"",800.2244699"
"""2001-01-1114"",798.1066946"
"""2001-01-1115"",795.9643599"
"""2001-01-1116"",793.7967093"
"""2001-01-1117"",791.6029475"
"""2001-01-1118"",789.3822375"
"""2001-01-1119"",787.1336965"
"""2001-01-1120"",784.8563923"
"""2001-01-1121"",782.5493387"
"""2001-01-1122"",780.2114903"
"""2001-01-1123"",777.8417372"
"""2001-01-1124"",775.4388982"
"""2001-01-1125"",773.0017139"
"""2001-01-1126"",770.5288384"
"""2001-01-1127"",768.01883"
"""2001-01-1128"",765.4701407"
"""2001-01-1129"",762.8811045"
"""2001-01-1130"",760.2499234"
"""2001-01-1131"",757.574652"
"""2001-01-1132"",754.8531793"
"""2001-01-1133"",752.0832085"
"""2001-01-1134"",749.2622325"
"""2001-01-1135"",746.3875071"
"""2001-01-1136"",743.4560182"
"""2001-01-1137"",740.4644442"
"""2001-01-1138"",737.4091125"
"""2001-01-1139"",734.2859468"
"""2001-01-1140"",731.0904058"
"""2001-01-1141"",727.8174092"
"""2001-01-1142"",724.4612491"
"""2001-01-1143"",721.015483"
"""2001-01-1144"",717.4728029"
"""2001-01-1145"",713.8248742"
"""2001-01-1146"",710.0621354"
"""2001-01-1147"",706.1735475"
"""2001-01-1148"",702.1462745"
"""2001-01-1149"",697.9652736"
"""2001-01-1150"",693.6127599"
"""2001-01-1151"",689.0674984"
"""2001-01-1152"",684.3038503"
"""2001-01-1153"",679.2904636"
"""2001-01-1154"",673.9884377"
"""2001-01-1155"",668.3486872"
"""2001-01-1156"",662.3080552"
"""2001-01-1157"",655.7834022"
"""2001-01-1158"",648.6622994"
"""2001-01-1159"",640.7877927"
"""2001-01-1160"",631.932344"
"""2001-01-1161"",621.7511267"
"""2001-01-1162"",609.69461"
"""2001-01-1163"",594.84172"
"""2001-01-1164"",575.6028383"
"""2001-01-1165"",549.3396884"
"""2001-01-1166"",512.1890745"
"""2001-01-1167"",465.0978243"
"""2001-01-1168"",422.2665906"
"""2001-01-1169"",393.4183913"
"""2001-01-1170"",374.1210101"
"""2001-01-1171"",360.0232877"
"""2001-01-1172"",349.01239"
"""2001-01-1173"",340.003531"
"""2001-01-1174"",332.3852948"
"""2001-01-1175"",325.7848012"
"""2001-01-1176"",319.9598262"
"""2001-01-1177"",314.7448742"
"""2001-01-1178"",310.0221626"
"""2001-01-1179"",305.7050151"
"""2001-01-1180"",301.7278483"
"""2001-01-1181"",298.0398642"
"""2001-01-1182"",294.600925"
"""2001-01-1183"",291.3787672"
"""2001-01-1184"",288.3470677"
"""2001-01-1185"",285.4840678"
"""2001-01-1186"",282.7715735"
"""2001-01-1187"",280.194215"
"""2001-01-1188"",277.7388888"
"""2001-01-1189"",275.3943313"
"""2001-01-1190"",273.1507883"
"""2001-01-1191"",270.9997552"
"""2001-01-1192"",268.9337717"
"""2001-01-1193"",266.9462563"
"""2001-01-1194"",265.0313724"
"""2001-01-1195"",263.1839198"
"""2001-01-1196"",261.3992447"
"""2001-01-1197"",259.6731649"
"""2001-01-1198"",258.0019083"
"""2001-01-1199"",256.38206"
"""2001-01-1200"",254.8105188"
"""2001-01-1201"",823.5960593"
"""2001-01-1202"",821.719101"
"""2001-01-1203"",819.8242828"
"""2001-01-1204"",817.9111443"
"""2001-01-1205"",815.979207"
"""2001-01-1206"",814.0279731"
"""2001-01-1207"",812.056925"
"""2001-01-1208"",810.0655233"
"""2001-01-1209"",808.0532059"
"""2001-01-1210"",806.0193866"
"""2001-01-1211"",803.963453"
"""2001-01-1212"",801.8847651"
"""2001-01-1213"",799.7826533"
"""2001-01-1214"",797.656416"
"""2001-01-1215"",795.5053173"
"""2001-01-1216"",793.3285843"
"""2001-01-1217"",791.1254041"
"""2001-01-1218"",788.8949203"
"""2001-01-1219"",786.6362295"
"""2001-01-1220"",784.3483769"
"""2001-01-1221"",782.0303517"
"""2001-01-1222"",779.681082"
"""2001-01-1223"",777.2994283"
"""2001-01-1224"",774.8841774"
"""2001-01-1225"",772.4340345"
"""2001-01-1226"",769.9476146"
"""2001-01-1227"",767.4234331"
"""2001-01-1228"",764.8598942"
"""2001-01-1229"",762.2552786"
"""2001-01-1230"",759.6077292"
"""2001-01-1231"",756.915234"
"""2001-01-1232"",754.1756078"
"""2001-01-1233"",751.3864696"
"""2001-01-1234"",748.5452176"
"""2001-01-1235"",745.6489999"
"""2001-01-1236"",742.6946797"
"""2001-01-1237"",739.6787952"
"""2001-01-1238"",736.5975124"
"""2001-01-1239"",733.4465689"
"""2001-01-1240"",730.2212075"
"""2001-01-1241"",726.9160957"
"""2001-01-1242"",723.5252302"
"""2001-01-1243"",720.0418193"
"""2001-01-1244"",716.4581396"
"""2001-01-1245"",712.765359"
"""2001-01-1246"",708.9533149"
"""2001-01-1247"",705.0102351"
"""2001-01-1248"",700.9223804"
"""2001-01-1249"",696.6735822"
"""2001-01-1250"",692.2446351"
"""2001-01-1251"",687.612485"
"""2001-01-1252"",682.7491262"
"""2001-01-1253"",677.62007"
"""2001-01-1254"",672.1821705"
"""2001-01-1255"",666.3804568"
"""2001-01-1256"",660.1433833"
"""2001-01-1257"",653.3754597"
"""2001-01-1258"",645.945373"
"""2001-01-1259"",637.6659814"
"""2001-01-1260"",628.258915"
"""2001-01-1261"",617.2885"
"""2001-01-1262"",604.0322618"
"""2001-01-1263"",587.2231619"
"""2001-01-1264"",564.5896544"
"""2001-01-1265"",532.2941229"
"""2001-01-1266"",486.1543774"
"""2001-01-1267"",436.9058026"
"""2001-01-1268"",401.3614825"
"""2001-01-1269"",378.8310522"
"""2001-01-1270"",363.0892757"
"""2001-01-1271"",351.1356484"
"""2001-01-1272"",341.5329529"
"""2001-01-1273"",333.5135222"
"""2001-01-1274"",326.6273033"
"""2001-01-1275"",320.5904121"
"""2001-01-1276"",315.2131903"
"""2001-01-1277"",310.3630024"
"""2001-01-1278"",305.9435963"
"""2001-01-1279"",301.882966"
"""2001-01-1280"",298.1258593"
"""2001-01-1281"",294.6289614"
"""2001-01-1282"",291.3576863"
"""2001-01-1283"",288.2839774"
"""2001-01-1284"",285.3847577"
"""2001-01-1285"",282.6408142"
"""2001-01-1286"",280.0359781"
"""2001-01-1287"",277.5565111"
"""2001-01-1288"",275.1906396"
"""2001-01-1289"",272.9281952"
"""2001-01-1290"",270.7603338"
"""2001-01-1291"",268.6793143"
"""2001-01-1292"",266.678321"
"""2001-01-1293"",264.7513211"
"""2001-01-1294"",262.8929483"
"""2001-01-1295"",261.0984075"
"""2001-01-1296"",259.3633958"
"""2001-01-1297"",257.6840374"
"""2001-01-1298"",256.0568276"
"""2001-01-1299"",254.4785875"
"""2001-01-1300"",252.9464238"
"""2001-01-1301"",823.235269"
"""2001-01-1302"",821.3524739"
"""2001-01-1303"",819.4516438"
"""2001-01-1304"",817.5323106"
"""2001-01-1305"",815.5939876"
"""2001-01-1306"",813.6361685"
"""2001-01-1307"",811.6583265"
"""2001-01-1308"",809.6599123"
"""2001-01-1309"",807.6403537"
"""2001-01-1310"",805.5990531"
"""2001-01-1311"",803.5353864"
"""2001-01-1312"",801.448701"
"""2001-01-1313"",799.3383136"
"""2001-01-1314"",797.2035081"
"""2001-01-1315"",795.0435328"
"""2001-01-1316"",792.8575981"
"""2001-01-1317"",790.6448725"
"""2001-01-1318"",788.4044801"
"""2001-01-1319"",786.1354959"
"""2001-01-1320"",783.8369419"
"""2001-01-1321"",781.5077818"
"""2001-01-1322"",779.1469158"
"""2001-01-1323"",776.7531743"
"""2001-01-1324"",774.3253104"
"""2001-01-1325"",771.8619927"
"""2001-01-1326"",769.3617957"
"""2001-01-1327"",766.8231896"
"""2001-01-1328"",764.244529"
"""2001-01-1329"",761.6240391"
"""2001-01-1330"",758.9598005"
"""2001-01-1331"",756.2497319"
"""2001-01-1332"",753.4915698"
"""2001-01-1333"",750.6828451"
"""2001-01-1334"",747.8208562"
"""2001-01-1335"",744.9026376"
"""2001-01-1336"",741.9249228"
"""2001-01-1337"",738.8841016"
"""2001-01-1338"",735.7761689"
"""2001-01-1339"",732.5966645"
"""2001-01-1340"",729.3406007"
"""2001-01-1341"",726.0023761"
"""2001-01-1342"",722.5756701"
"""2001-01-1343"",719.0533155"
"""2001-01-1344"",715.427141"
"""2001-01-1345"",711.6877751"
"""2001-01-1346"",707.8244013"
"""2001-01-1347"",703.8244454"
"""2001-01-1348"",699.6731754"
"""2001-01-1349"",695.3531777"
"""2001-01-1350"",690.8436647"
"""2001-01-1351"",686.1195407"
"""2001-01-1352"",681.15012"
"""2001-01-1353"",675.8973247"
"""2001-01-1354"",670.3130936"
"""2001-01-1355"",664.3355448"
"""2001-01-1356"",657.8831157"
"""2001-01-1357"",650.8452706"
"""2001-01-1358"",643.0671227"
"""2001-01-1359"",634.3226965"
"""2001-01-1360"",624.2657374"
"""2001-01-1361"",612.333476"
"""2001-01-1362"",597.547685"
"""2001-01-1363"",578.1003312"
"""2001-01-1364"",550.6181493"
"""2001-01-1365"",509.3826658"
"""2001-01-1366"",455.8995642"
"""2001-01-1367"",411.5610033"
"""2001-01-1368"",384.4738154"
"""2001-01-1369"",366.602082"
"""2001-01-1370"",353.5011165"
"""2001-01-1371"",343.205851"
"""2001-01-1372"",334.7322571"
"""2001-01-1373"",327.5295005"
"""2001-01-1374"",321.2616131"
"""2001-01-1375"",315.7097125"
"""2001-01-1376"",310.7236565"
"""2001-01-1377"",306.1961343"
"""2001-01-1378"",302.0478448"
"""2001-01-1379"",298.2185459"
"""2001-01-1380"",294.6614034"
"""2001-01-1381"",291.339284"
"""2001-01-1382"",288.2222451"
"""2001-01-1383"",285.2857859"
"""2001-01-1384"",282.5095996"
"""2001-01-1385"",279.8766646"
"""2001-01-1386"",277.3725684"
"""2001-01-1387"",274.9849981"
"""2001-01-1388"",272.7033487"
"""2001-01-1389"",270.51842"
"""2001-01-1390"",268.4221768"
"""2001-01-1391"",266.4075595"
"""2001-01-1392"",264.4683307"
"""2001-01-1393"",262.598952"
"""2001-01-1394"",260.7944819"
"""2001-01-1395"",259.0504929"
"""2001-01-1396"",257.363002"
"""2001-01-1397"",255.7284123"
"""2001-01-1398"",254.1434649"
"""2001-01-1399"",252.6051968"
"""2001-01-1400"",251.1109064"
"""2001-01-1401"",822.8728539"
"""2001-01-1402"",820.984164"
"""2001-01-1403"",819.0772612"
"""2001-01-1404"",817.1516694"
"""2001-01-1405"",815.2068937"
"""2001-01-1406"",813.242419"
"""2001-01-1407"",811.2577088"
"""2001-01-1408"",809.2522041"
"""2001-01-1409"",807.2253218"
"""2001-01-1410"",805.1764531"
"""2001-01-1411"",803.1049617"
"""2001-01-1412"",801.0101819"
"""2001-01-1413"",798.8914165"
"""2001-01-1414"",796.7479342"
"""2001-01-1415"",794.5789675"
"""2001-01-1416"",792.3837088"
"""2001-01-1417"",790.1613083"
"""2001-01-1418"",787.9108692"
"""2001-01-1419"",785.6314447"
"""2001-01-1420"",783.3220324"
"""2001-01-1421"",780.9815698"
"""2001-01-1422"",778.6089282"
"""2001-01-1423"",776.2029064"
"""2001-01-1424"",773.762223"
"""2001-01-1425"",771.2855082"
"""2001-01-1426"",768.7712943"
"""2001-01-1427"",766.2180047"
"""2001-01-1428"",763.6239419"
"""2001-01-1429"",760.9872729"
"""2001-01-1430"",758.3060135"
"""2001-01-1431"",755.5780097"
"""2001-01-1432"",752.8009156"
"""2001-01-1433"",749.9721697"
"""2001-01-1434"",747.088965"
"""2001-01-1435"",744.1482161"
"""2001-01-1436"",741.1465197"
"""2001-01-1437"",738.0801082"
"""2001-01-1438"",734.9447949"
"""2001-01-1439"",731.7359088"
"""2001-01-1440"",728.4482166"
"""2001-01-1441"",725.0758286"
"""2001-01-1442"",721.6120842"
"""2001-01-1443"",718.0494117"
"""2001-01-1444"",714.379155"
"""2001-01-1445"",710.5913579"
"""2001-01-1446"",706.6744901"
"""2001-01-1447"",702.6150992"
"""2001-01-1448"",698.3973583"
"""2001-01-1449"",694.0024728"
"""2001-01-1450"",689.4078873"
"""2001-01-1451"",684.5862056"
"""2001-01-1452"",679.5036931"
"""2001-01-1453"",674.118144"
"""2001-01-1454"",668.3757688"
"""2001-01-1455"",662.2065085"
"""2001-01-1456"",655.5167269"
"""2001-01-1457"",648.1773459"
"""2001-01-1458"",640.0036143"
"""2001-01-1459"",630.7186409"
"""2001-01-1460"",619.8832091"
"""2001-01-1461"",606.7506851"
"""2001-01-1462"",589.9477337"
"""2001-01-1463"",566.776726"
"""2001-01-1464"",531.9700119"
"""2001-01-1465"",479.0347666"
"""2001-01-1466"",425.2468376"
"""2001-01-1467"",391.4327467"
"""2001-01-1468"",370.6922504"
"""2001-01-1469"",356.1617354"
"""2001-01-1470"",345.0468216"
"""2001-01-1471"",336.0541363"
"""2001-01-1472"",328.4983875"
"""2001-01-1473"",321.9775218"
"""2001-01-1474"",316.2369367"
"""2001-01-1475"",311.1056931"
"""2001-01-1476"",306.4636351"
"""2001-01-1477"",302.223138"
"""2001-01-1478"",298.3183493"
"""2001-01-1479"",294.698526"
"""2001-01-1480"",291.3237341"
"""2001-01-1481"",288.1619757"
"""2001-01-1482"",285.1872096"
"""2001-01-1483"",282.3779541"
"""2001-01-1484"",279.7162761"
"""2001-01-1485"",277.1870465"
"""2001-01-1486"",274.7773814"
"""2001-01-1487"",272.4762162"
"""2001-01-1488"",270.2739762"
"""2001-01-1489"",268.1623188"
"""2001-01-1490"",266.1339296"
"""2001-01-1491"",264.1823585"
"""2001-01-1492"",262.3018882"
"""2001-01-1493"",260.4874257"
"""2001-01-1494"",258.7344148"
"""2001-01-1495"",257.0387619"
"""2001-01-1496"",255.3967751"
"""2001-01-1497"",253.8051132"
"""2001-01-1498"",252.2607419"
"""2001-01-1499"",250.7608973"
"""2001-01-1500"",249.3030543"
"""2001-01-1501"",822.5087965"
"""2001-01-1502"",820.6141529"
"""2001-01-1503"",818.7011155"
"""2001-01-1504"",816.7692003"
"""2001-01-1505"",814.8179036"
"""2001-01-1506"",812.8467013"
"""2001-01-1507"",810.8550474"
"""2001-01-1508"",808.8423726"
"""2001-01-1509"",806.8080828"
"""2001-01-1510"",804.7515575"
"""2001-01-1511"",802.6721478"
"""2001-01-1512"",800.5691748"
"""2001-01-1513"",798.4419268"
"""2001-01-1514"",796.289657"
"""2001-01-1515"",794.1115812"
"""2001-01-1516"",791.9068739"
"""2001-01-1517"",789.6746657"
"""2001-01-1518"",787.4140388"
"""2001-01-1519"",785.1240233"
"""2001-01-1520"",782.803592"
"""2001-01-1521"",780.4516549"
"""2001-01-1522"",778.0670536"
"""2001-01-1523"",775.6485541"
"""2001-01-1524"",773.1948388"
"""2001-01-1525"",770.7044982"
"""2001-01-1526"",768.1760205"
"""2001-01-1527"",765.6077804"
"""2001-01-1528"",762.9980258"
"""2001-01-1529"",760.3448632"
"""2001-01-1530"",757.6462402"
"""2001-01-1531"",754.8999264"
"""2001-01-1532"",752.1034899"
"""2001-01-1533"",749.2542713"
"""2001-01-1534"",746.349353"
"""2001-01-1535"",743.3855229"
"""2001-01-1536"",740.3592328"
"""2001-01-1537"",737.2665481"
"""2001-01-1538"",734.1030891"
"""2001-01-1539"",730.8639604"
"""2001-01-1540"",727.5436664"
"""2001-01-1541"",724.1360083"
"""2001-01-1542"",720.6339598"
"""2001-01-1543"",717.029513"
"""2001-01-1544"",713.3134873"
"""2001-01-1545"",709.4752897"
"""2001-01-1546"",705.5026107"
"""2001-01-1547"",701.3810323"
"""2001-01-1548"",697.093518"
"""2001-01-1549"",692.6197365"
"""2001-01-1550"",687.9351491"
"""2001-01-1551"",683.0097574"
"""2001-01-1552"",677.8063411"
"""2001-01-1553"",672.2779185"
"""2001-01-1554"",666.363979"
"""2001-01-1555"",659.984705"
"""2001-01-1556"",653.0317563"
"""2001-01-1557"",645.3529007"
"""2001-01-1558"",636.7249115"
"""2001-01-1559"",626.8026409"
"""2001-01-1560"",615.0156988"
"""2001-01-1561"",600.3403428"
"""2001-01-1562"",580.7590179"
"""2001-01-1563"",552.017326"
"""2001-01-1564"",505.5479691"
"""2001-01-1565"",444.2444516"
"""2001-01-1566"",400.3595255"
"""2001-01-1567"",375.5548094"
"""2001-01-1568"",359.1895667"
"""2001-01-1569"",347.0872762"
"""2001-01-1570"",337.4945902"
"""2001-01-1571"",329.5422302"
"""2001-01-1572"",322.7428572"
"""2001-01-1573"",316.7976861"
"""2001-01-1574"",311.51086"
"""2001-01-1575"",306.7472063"
"""2001-01-1576"",302.4095576"
"""2001-01-1577"",298.4257296"
"""2001-01-1578"",294.7406245"
"""2001-01-1579"",291.3112223"
"""2001-01-1580"",288.1032806"
"""2001-01-1581"",285.0890898"
"""2001-01-1582"",282.2459036"
"""2001-01-1583"",279.5548144"
"""2001-01-1584"",276.9999305"
"""2001-01-1585"",274.5677637"
"""2001-01-1586"",272.2467642"
"""2001-01-1587"",270.0269642"
"""2001-01-1588"",267.8996991"
"""2001-01-1589"",265.8573885"
"""2001-01-1590"",263.893361"
"""2001-01-1591"",262.0017134"
"""2001-01-1592"",260.1771962"
"""2001-01-1593"",258.4151196"
"""2001-01-1594"",256.7112761"
"""2001-01-1595"",255.0618763"
"""2001-01-1596"",253.4634943"
"""2001-01-1597"",251.9130225"
"""2001-01-1598"",250.4076333"
"""2001-01-1599"",248.9447455"
"""2001-01-1600"",247.521997"
"""2001-01-1601"",822.1430788"
"""2001-01-1602"",820.2424216"
"""2001-01-1603"",818.3231868"
"""2001-01-1604"",816.384882"
"""2001-01-1605"",814.4269949"
"""2001-01-1606"",812.448992"
"""2001-01-1607"",810.4503175"
"""2001-01-1608"",808.4303915"
"""2001-01-1609"",806.3886086"
"""2001-01-1610"",804.3243364"
"""2001-01-1611"",802.2369132"
"""2001-01-1612"",800.1256461"
"""2001-01-1613"",797.9898086"
"""2001-01-1614"",795.8286381"
"""2001-01-1615"",793.6413331"
"""2001-01-1616"",791.4270496"
